,index,flooded-other,guessDepth,AuthorEmail,structure_damage,float_number,geo_locality,beach_damage,photo_time,marinas_comments,structures_comments,AuthorName,weather_calc_24hr_precip,buildings_street,geo_neighborhood,TideDataObserved,storm_damage,whatFlooded,weather_windBearing,post_comment,buildings_damage,cause-other,URL,geo_administrative_area_level_1,weather_windSpeed,road_damage,road_other,MyCoastAI-description,report_icon,from_device,response_other,anonymous,road_comments,ID #,images,location_latitude,buildings_comments,guessCause,geo_route,report_created,reportType,hazmat_damage damage-cat,alternate-location-name,boat_number,weather_temperature,photo_date,location_longitude,TideDataPredicted,beach_comments,marinas_damage,geo_administrative_area_level_2,hazmat_comments,brightness
26,26,,,,No Impacts,0.0,,Accessible,11:15,,,,0.824,,Oakwood,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8519436&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=6,No Impacts,,350.0,,No Impacts,,https://mycoast.org/reports/160464,NY,8.6,No Impacts,,a flooded road with a house in the background,nodamage.svg,Android 14,,,,160464,https://report-images.nyc3.digitaloceanspaces.com/2024/04/04111649/7784b449acceb2d6405f8ee3252b9cec5007af2a.jpg,40.5546064,,,Fox Beach Ave,2024-04-04T15:16:47Z,Storm,None,,0.0,43.7,2024-04-04,-74.116491,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8519436&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=hilo,,No Impacts,Richmond County,,128.11
27,27,,0,,,,Riverhead,,9:04,,,,2.571,,Longneck Blvd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512735&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,320.0,,,,https://mycoast.org/reports/160129,NY,15.0,,,"a car on a wet road,a flooded street with a car parked on the side",highwater.svg,Android 12,,,,160129,https://report-images.nyc3.digitaloceanspaces.com/2024/04/04090606/7037bb3dc893260b103e565f24c02d5eed9fba73.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/04090602/d06de88de6761df6b0f9c8b2afb49428cbf63932.jpg,40.9125073,,Overland flooding (Nearby waterbody),Longneck Blvd,2024-04-04T13:05:59Z,Flood Watch,,"Long neck blvd , Flanders",,40.9,2024-04-04,-72.6060323,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512735&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Suffolk County,,110.6
28,28,,0,,,,Riverhead,,8:40,,,,2.571,,Longneck Blvd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512735&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,320.0,,,,https://mycoast.org/reports/160081,NY,15.0,,,"a flooded street with trees and a car parked on the side,a flooded street with trees and houses,a car parked in a flooded area",highwater.svg,Android 12,,,,160081,https://report-images.nyc3.digitaloceanspaces.com/2024/04/04084439/c125859914d396fc22f054b0bb5579f52e7c831d.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/04084436/5031c96bae5dd395793c7f979488c0efde0fdf96.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/04084432/4dfeb376c3a184fa24dbc1cacb358ca4d076967e.jpg,40.9124799,,Overland flooding (Nearby waterbody),Longneck Blvd,2024-04-04T12:44:29Z,Flood Watch,,,,40.9,2024-04-04,-72.6060073,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512735&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Suffolk County,,107.5
29,29,,15,,,,,,7:32,,,,1.173,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,310.0,,,,https://mycoast.org/reports/159930,NY,17.2,,,"a flooded street with a boat,a boat on the water,a flooded street with buildings and a boat",highwater.svg,Android 14,,,,159930,https://report-images.nyc3.digitaloceanspaces.com/2024/04/04074345/38d3989280992af3da21be4c1e6e18f2ec633f7b.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/04074342/946187695c7c2d32ca2a46c6be2c69dc48be0823.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/04074339/384f3c1da39ef9f02031a466fbc1144866c77515.jpg,40.6533389,,Overland flooding (Nearby waterbody),Davenport Ct,2024-04-04T11:43:36Z,Flood Watch,,,,40.9,2024-04-04,-73.8300632,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,139.37
30,30,,,,No Impacts,,Aquebogue,Accessible,07:18,,,,2.552,,North Fork,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512735&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=6,Report Impacts,,8.0,"This section of Overlook Dr. is not really passable with average vehicle, this poses a danger for all located South of this section.",No Impacts,,https://mycoast.org/reports/159947,NY,16.8,Report Impacts,,a flooded road with a van parked on the side,damage.svg,,,No,,159947,https://report-images.nyc3.digitaloceanspaces.com/2024/04/04075049/bc71b218063aad5168fd3947410461e2-scaled.jpeg,40.93350495945459,,,Overlook Dr,2024-04-04T12:02:09Z,Storm,None,"Aquebogue, NY",,40.8,2024-04-04,-72.61929469213486,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512735&units=standard&bdate=20240403&edate=20240405&timezone=LST/LDT&datum=MLLW&interval=hilo,,No Impacts,Suffolk County,,139.81
31,31,,,,No Impacts,0.0,Mamaroneck,Inaccessible,19:07,Large tree down,,,1.046,,Claflin Ave,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518091&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=6,Report Impacts,,82.0,,No Impacts,,https://mycoast.org/reports/159808,NY,20.9,Report Impacts,,"benches in a park,a park with benches and trees,a bench next to a lake",damage.svg,iOS 17.3.1,,,,159808,https://report-images.nyc3.digitaloceanspaces.com/2024/04/03203906/8882b995624fd9690a52cc00627202acee57b2e0.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03203904/e6db6b68a9b11d3bc6f00dad2eb6167219698f8b.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03203901/c6627af09eee785a313203faddf1c7687b41f92e.jpg,40.9431196089,,,Claflin Ave,2024-04-04T00:38:56Z,Storm,None,Mamaroneck,0.0,40.2,2024-04-03,-73.7371878561,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518091&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=hilo,,Report Impacts,Westchester County,,129.03
32,32,,3,,,,Mamaroneck,,19:05,,,,1.046,,Orienta Ave,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518091&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,82.0,,,,https://mycoast.org/reports/159801,NY,20.9,,,"benches in a park,a park with benches and trees,a bench next to a lake",highwater.svg,iOS 17.3.1,,,,159801,https://report-images.nyc3.digitaloceanspaces.com/2024/04/03203304/f510746b806f5f928510cb0523da79b3abc09fb7.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03203301/1f288caeeb3294479b43af83230513dd7e2e87c1.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03203259/ff54a1f7ffaf15d7d87aed5c61bcb12289a21f89.jpg,40.9433953306,,Overland flooding (Nearby waterbody),Orienta Ave,2024-04-04T00:32:57Z,Flood Watch,,"Mamaroneck, NY",,40.2,2024-04-03,-73.7379106606,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518091&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Westchester County,,129.03
33,33,,4,,,,,,16:44,,,,1.026,,Hunts Point,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518639&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,61.0,"Estimated water depth: 3-5in. This is at the same location as my previous report yesterday for the Hunts Point Riverside Park parking lot, Bronx County, NY. The water level has risen overnight. Increasing by roughly 1-2 inches. The rain fell heavily around 6PM. The water level has likely since increased by another inch.'",,,https://mycoast.org/reports/159834,NY,17.2,,,"a group of cars parked in a parking lot,a concrete area with a fence and trees in the background,a group of cars parked in a parking lot,a group of cars parked in a flooded parking lot",highwater.svg,,,No,,159834,https://report-images.nyc3.digitaloceanspaces.com/2024/04/03221214/9c7c39fe39f266f5d914a05bc23406a13-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03221208/9c7c39fe39f266f5d914a05bc23406a12-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03221202/9c7c39fe39f266f5d914a05bc23406a11-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03221155/9c7c39fe39f266f5d914a05bc23406a1-scaled.jpg,40.81751114686533,,Rainfall (Water pooling from direct rainfall),Lafayette Ave,2024-04-04T12:31:22Z,Flood Watch,,"Lafayette Ave parking lot at the entrance to Hunts Point Riverside Park, Bronx, NY",,42.1,2024-04-03,-73.88271498125648,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518639&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,119.13
34,34,,9,,,,,,16:39,,,,1.026,,Hunts Point,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518639&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,61.0,"Estimated water depth: 6-12 inches. This is at the same location as my previous report yesterday for Hunts Point, Bronx County. The water level has increased significantly overnight. Increasing by roughly 2-6 inches. My wellingtons were submerged above the handles as can be seen in DSCF 417. The rain fell heavily around 6PM. The water level has likely since increased by another inch or two at least.",,,https://mycoast.org/reports/159827,NY,17.2,,,"a small pond with plants growing in it,a flooded street with cars,a person standing in the snow,a truck driving through a flooded street",highwater.svg,,,No,,159827,https://report-images.nyc3.digitaloceanspaces.com/2024/04/03214405/61d5fa785f95db67709effc280fdffe23-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03214358/61d5fa785f95db67709effc280fdffe22-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03214353/61d5fa785f95db67709effc280fdffe21-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03214347/61d5fa785f95db67709effc280fdffe2-scaled.jpg,40.81727536105934,,Rainfall (Water pooling from direct rainfall),Lafayette Ave,2024-04-04T01:59:25Z,Flood Watch,,"Edgewater Road, Hunts Point, Bronx, NY by the corner of Lafayette Avenue before the CSX tracks.",,42.1,2024-04-03,-73.88294734852377,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518639&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,117.03
35,35,,3,,,,,,15:55,,,,1.092,,Rockaway Park,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=6,,Sidewalks,78.0,,,,https://mycoast.org/reports/160052,NY,25.1,,,a street with a building and a fence,highwater.svg,iOS 17.3.1,,,,160052,https://report-images.nyc3.digitaloceanspaces.com/2024/04/04083848/23e6fd51b8c31655e5a4275c0fd39f9ddd760c63.jpg,40.5830883333,,Overland flooding (Nearby waterbody),Rockaway Fwy,2024-04-04T12:38:46Z,Flood Watch,,,,42.2,2024-04-03,-73.8279883333,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,120.65
36,36,,3,,,,,,15:53,,,,1.095,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,77.0,,,,https://mycoast.org/reports/160062,NY,24.9,,,a street corner with a building in the background,highwater.svg,iOS 17.3.1,,,,160062,https://report-images.nyc3.digitaloceanspaces.com/2024/04/04084012/7ee261c475a5dac329b241a58dc0ac018f97b97d.jpg,40.580945,,Rainfall (Water pooling from direct rainfall),Rockaway Beach Blvd,2024-04-04T12:40:08Z,Flood Watch,,,,42.2,2024-04-03,-73.8329466667,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,124.91
37,37,,4,,,,New York,,09:35,,,,1.088,,E 104th St,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518668&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=6,,Sidewalks,61.0,Image 0(facing the apartment building complexes) was shot at 9:35AM. Image 1(facing P.S. 15 Roberto Clemente Elementary School) was shot at the same place in the opposite direction at 10:44AM.,,,https://mycoast.org/reports/159822,NY,16.0,,,"a wet courtyard with a building in the background,a puddle of water on a sidewalk",highwater.svg,,,No,,159822,https://report-images.nyc3.digitaloceanspaces.com/2024/04/03211245/b66d0441d3bf8de74d4000ad4e07d3321-scaled.jpeg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/03211236/b66d0441d3bf8de74d4000ad4e07d332-scaled.jpeg,40.78919964323919,,Rainfall (Water pooling from direct rainfall),E 104th St,2024-04-04T01:15:44Z,Flood Watch,,"E103rd St btwn. 2nd and 3rd Aves, Manhattan, NY",,42.6,2024-04-03,-73.94468611056622,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518668&units=standard&bdate=20240402&edate=20240404&timezone=LST/LDT&datum=MLLW&interval=hilo,,,New York County,,132.54
38,38,,3,,,,,,16:24,,,,0.464,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20240401&edate=20240403&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,85.0,,,,https://mycoast.org/reports/160073,NY,8.3,,,a crosswalk with a red sign,highwater.svg,iOS 17.3.1,,,,160073,https://report-images.nyc3.digitaloceanspaces.com/2024/04/04084158/31ab214b3b15645d1a35155d7957a96320ce0268.jpg,40.584968194,,Rainfall (Water pooling from direct rainfall),Beach 102nd St,2024-04-04T12:41:55Z,Flood Watch,,,,45.3,2024-04-02,-73.8239199192,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20240401&edate=20240403&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,130.56
39,39,,3,,,,,,15:18,,,,0.25,,Hunts Point,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518639&units=standard&bdate=20240401&edate=20240403&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,80.0,Estimated water depth: 2-4in.,,,https://mycoast.org/reports/159737,NY,6.9,,,"a painting of a train,a group of cars parked in a parking lot",highwater.svg,,,No,,159737,https://report-images.nyc3.digitaloceanspaces.com/2024/04/02234345/369931acafbef9f96a394f53c82e1d9c1-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/02234339/369931acafbef9f96a394f53c82e1d9c-scaled.jpg,40.81749360192392,,Rainfall (Water pooling from direct rainfall),Lafayette Ave,2024-04-04T02:05:09Z,Flood Watch,,"Parking lot at the end of Lafayette Ave, Hunts Point, Bronx, NY by the entrance to Hunts Point Riverside Park.",,45.3,2024-04-02,-73.8826807948817,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518639&units=standard&bdate=20240401&edate=20240403&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,138.15
40,40,,5,,,,,,15:17,,,,0.25,,Hunts Point,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518639&units=standard&bdate=20240401&edate=20240403&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,80.0,Estimated water depth: 4-6in.,,,https://mycoast.org/reports/159732,NY,6.9,,,"a group of cars parked in a parking lot,a flooded street with cars parked on the side",highwater.svg,,,No,,159732,https://report-images.nyc3.digitaloceanspaces.com/2024/04/02233723/9afae9c112c1deb3a1c053ee44054f5d1-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/04/02233716/9afae9c112c1deb3a1c053ee44054f5d-scaled.jpg,40.81727610769882,,Rainfall (Water pooling from direct rainfall),Lafayette Ave,2024-04-04T02:00:23Z,Flood Watch,,"East sidewalk of Edgewater Rd, Hunts Point, Bronx, NY at the corner of Edgewater Rd and Lafayette Ave by the CSX railway tracks.",,45.3,2024-04-02,-73.88296713063953,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518639&units=standard&bdate=20240401&edate=20240403&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,130.85
41,41,,2,,,,,,9:42,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20240325&edate=20240327&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,40.0,Start of today’s flooding.,,,https://mycoast.org/reports/159040,NY,15.0,,,"a street with cars and buildings,cars parked on the side of a road,a flooded street with cars",highwater.svg,iOS 17.4.1,,,,159040,https://report-images.nyc3.digitaloceanspaces.com/2024/03/26094351/3a4ed2bc82e835dede1a04ba1553a3e89db15a62.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/03/26094348/b7118b5a3fbf41acca3783ab950ffe0b6e895d7a.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/03/26094345/df85b5999f2073b8e5a0d99ff872f77a0f8e6833.jpg,40.5967211169,,Storm drain (Water pooling near a storm drain),Beach 37th St,2024-03-26T13:43:42Z,Flood Watch,,Far Rockaway,,42.0,2024-03-26,-73.7696575673,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20240325&edate=20240327&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,127.17
42,42,,3,,,,,,21:16,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20240324&edate=20240326&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,68.0,Beach 37th Street flooding during high tide.,,,https://mycoast.org/reports/159025,NY,8.2,,,"a flooded street with houses,a street with cars and buildings,a rainy street at night,a wet street with cars parked on the side",highwater.svg,iOS 17.4.1,,,,159025,https://report-images.nyc3.digitaloceanspaces.com/2024/03/25212017/e26ded3293ff8cf9ace5a18b2ba758a9be4f7717.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/03/25212014/ec020dfec6a7ef26992d5e9d444e4aa3a6be7e38.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/03/25212011/04705f1867e2156619d6ff140148a25ff802fec9.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/03/25212008/01c49b8255f612bccef3bd07deaf31f3a5721180.jpg,40.596655,,Storm drain (Water pooling near a storm drain),Beach 37th St,2024-03-26T01:20:06Z,Flood Watch,,Far Rockaway,,45.1,2024-03-25,-73.7697533333,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20240324&edate=20240326&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,68.9
43,43,,,,No Impacts,0.0,,Accessible,24:14,,,,1.173,,Oakwood,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8519436&units=standard&bdate=20240323&edate=20240325&timezone=LST/LDT&datum=MLLW&interval=6,No Impacts,,27.0,,No Impacts,,https://mycoast.org/reports/158838,NY,12.8,No Impacts,,a river with a path and grass,nodamage.svg,Android 14,,,,158838,https://report-images.nyc3.digitaloceanspaces.com/2024/03/24121517/386a23b310a9822af241fc834b015a48e6f28db3.jpg,40.5543848,,,Fox Beach Ave,2024-03-24T16:15:14Z,Storm,None,,0.0,41.9,2024-03-24,-74.1159376,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8519436&units=standard&bdate=20240323&edate=20240325&timezone=LST/LDT&datum=MLLW&interval=hilo,,No Impacts,Richmond County,,115.37
44,44,,0,,,,New Paltz,,19:11,,,,1.993,,,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20240322&edate=20240324&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,6.0,Swamp,,,https://mycoast.org/reports/158823,NY,13.6,,,"a body of water surrounded by trees,a small pond surrounded by trees,a body of water with trees around it",highwater.svg,iOS 16.3.1,,,,158823,https://report-images.nyc3.digitaloceanspaces.com/2024/03/23202207/c0d653990cf6e17b2b99b1c60cf42c236a656413.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/03/23202202/aaf66f28489f562acf0a40dd10e7a836b46ef1d0.jpg|https://report-images.nyc3.digitaloceanspaces.com/2024/03/23202158/235396a582e922bc2b775d30d87002a20fc2fd31.jpg,41.7728989276,,Rainfall (Water pooling from direct rainfall),,2024-03-24T00:21:54Z,Flood Watch,,,,36.9,2024-03-23,-74.1016768333,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20240322&edate=20240324&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Ulster County,,125.42
